artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,World/Traditional, blues, classical,R&B,metal,hip hop, latin, hip hop,country, jazz, R&B, pop,rock,pop,latin, Dance/Electronic, Folk/Acoustic,Dance/Electronic, easy listening,set(), country,easy listening, metal,Folk/Acoustic, rock,cat,cluster
Lil Dicky,Freaky Friday (feat. Chris Brown),0.2792189596546911,1.0,2018,0.7865168539325843,0.739952718676123,0.576316068213113,0.7272727272727273,0.7645024211878644,1.0,0.3632416787264834,0.1505980445516961,0.0,0.1052315093205051,0.766819980746604,0.4846716877055266,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Lauv,I Like Me Better,0.2275007678918808,0.0,2018,0.9101123595505618,0.7364066193853428,0.47675034424319457,0.8181818181818182,0.6370688803241427,1.0,0.4157018813314038,0.548146848790468,2.588832487309645e-06,0.09921828021647623,0.40742325382393835,0.21183170679961813,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,9
Lil Nas X,Old Town Road - Remix,0.1187295565626465,0.0,2019,0.8876404494382022,0.8853427895981087,0.5975002648024574,0.5454545454545454,0.7389070066212077,1.0,0.14254703328509408,0.05459205754867309,0.0,0.1100420926037282,0.642742539309017,0.5040177150737244,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,4
Gesaffelstein,Lost in the Fire (feat. The Weeknd),0.24004839066027925,1.0,2019,0.9438202247191011,0.6252955082742317,0.6525791759347528,0.18181818181818182,0.41031722502223533,1.0,0.02369753979739508,0.0955764703567939,0.0009411167512690356,0.11244738424533975,0.136806075516098,0.27147422297655666,Dance/Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7777777777777778,2
Halsey,Without Me,0.23888173387292333,1.0,2018,0.8651685393258427,0.7364066193853428,0.45874377714225184,0.5454545454545454,0.6652831307441446,1.0,0.0855643994211288,0.30428959258214916,9.248730964467005e-06,0.08671076368009621,0.5293614290298428,0.5040177150737244,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,9
Offset,Clout (feat. Cardi B),0.25004445689836347,1.0,2019,0.7640449438202247,0.933806146572104,0.600677894290859,0.09090909090909091,0.6487795236683467,1.0,0.13838639652677281,0.23359148048814077,4.304568527918782e-06,0.12086590499098016,0.4127714194031447,0.5304113185530921,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Mabel,Mad Love,0.15307453131651694,0.0,2019,0.0,0.5933806146572104,0.7923948734244255,0.0,0.8666864314655598,0.0,0.23842257597684516,0.691592293618891,0.0,0.10643415514131088,0.622419510108033,0.9152301898801315,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
Lil Nas X,Old Town Road,0.0,0.0,2019,0.8539325842696629,0.9196217494089836,0.503230589979875,0.09090909090909091,0.7116315841486313,1.0,0.1877713458755427,0.05920280398958668,2.263959390862944e-06,0.09561034275405894,0.5015509680179698,0.5037326296807043,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,4
Drake,Money In The Grave (Drake ft. Rick Ross),0.2490286841296956,1.0,2019,0.8539325842696629,0.8297872340425532,0.4735727147547929,0.9090909090909091,0.8137661824290938,0.0,0.041244573082489154,0.10346596982235717,0.0,0.12086590499098016,0.06727992298641568,0.26865651851066086,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Anuel AA,China,0.5084629768339144,0.0,2019,0.8539325842696629,0.7765957446808511,0.7976909225717616,0.6363636363636364,0.830714497479988,1.0,0.11758321273516643,0.08666236057102762,0.00029340101522842637,0.07300060132291039,0.610653545833779,0.29839821788479903,latin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0
Calvin Harris,Giant (with Rag'n'Bone Man),0.3130412290581065,0.0,2019,0.8202247191011236,0.8014184397163121,0.8813684990996716,0.09090909090909091,0.8006225911651349,0.0,0.023335745296671494,0.016374092605100428,0.0005106598984771574,0.07167769092002406,0.6074446464862552,0.41102683780630106,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),0.23286523362773678,1.0,2019,0.7752808988764045,0.8782505910165485,0.8040461815485648,0.0,0.7879237078762724,1.0,0.23842257597684516,0.004949687534836752,1.9898477157360407e-06,0.23150932050511125,0.5689378543159695,0.25834040521905166,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,4
NSG,Options,0.34240164248031774,1.0,2020,0.6404494382022472,0.8356973995271867,0.5996186844613918,0.09090909090909091,0.7821919161972526,0.0,0.11975397973950797,0.39855374204082705,9.299492385786803e-05,0.09921828021647623,0.7743074125574928,0.27828312294473323,"World/Traditional, hip hop",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
Post Malone,Circles,0.2755788827038416,0.0,2019,0.9550561797752809,0.6690307328605201,0.7489672704162695,0.0,0.8408439569127384,1.0,0.02948625180897251,0.19670550896083203,0.0024771573604060915,0.07793144918821407,0.5507540913466682,0.3979460591916835,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
