artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,World/Traditional, blues, classical,R&B,metal,hip hop, latin, hip hop,country, jazz, R&B, pop,rock,pop,latin, Dance/Electronic, Folk/Acoustic,Dance/Electronic, easy listening,set(), country,easy listening, metal,Folk/Acoustic, rock,cat,cluster
Rihanna,Unfaithful,0.3070840046774046,0.0,2006,0.7865168539325843,0.5425531914893617,0.35600042368393175,0.0,0.5883486510524756,0.0,0.018451519536903042,0.8596283861321862,0.0,0.2471437161755863,0.33254893571504973,0.5572424949612813,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,9
Leona Lewis,A Moment Like This,0.38877692336708464,0.0,2007,0.6404494382022472,0.15602836879432624,0.537125304522826,0.7272727272727273,0.8324439173831407,1.0,0.012481910274963821,0.43339049292772974,7.65482233502538e-06,0.13168971737823212,0.13787570863193926,0.06977299246844176,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9
Nick Lachey,What's Left Of Me,0.3546124705641446,0.0,2006,0.4157303370786517,0.34397163120567376,0.7277830738269251,0.6363636363636364,0.7337187469117502,1.0,0.025868306801736615,0.145474992950681,0.0,0.14852675886951291,0.27371911434378005,0.5963323432693328,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,1
Hinder,Lips Of An Angel,0.3989077074789975,0.0,2019,0.39325842696629215,0.4078014184397163,0.7299014934858595,0.18181818181818182,0.7475046941397372,1.0,0.0197178002894356,0.021292222142074924,1.2385786802030457e-06,0.22549609140108237,0.21381965985666918,0.45736978890421126,"pop, rock, metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.0,7
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),0.32026749581027414,1.0,2005,0.47191011235955055,0.6560283687943264,0.8093422306959008,0.09090909090909091,0.8501334123925288,0.0,0.3885672937771346,0.26842823137504346,0.002,0.1100420926037282,0.22665525724676439,0.7954545454545454,"hip hop, pop, rock",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,4
Westlife,The Rose,0.28588749440920824,0.0,2006,0.0,0.16903073286052012,0.15686897574409492,0.8181818181818182,0.5340448660934874,1.0,0.011215629522431261,0.8032748185210201,0.0,0.07095610342754059,0.14322387421114557,0.3285907499734805,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,9
Razorlight,America,0.36848032849606355,0.0,2006,0.7528089887640449,0.3758865248226951,0.5434805634996293,0.18181818181818182,0.7678130250024706,1.0,0.013205499276411,0.30224037194174314,3.3096446700507615e-06,0.40108238123872514,0.11862231254679645,0.20495650790283235,"rock, pop",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,7
James Morrison,You Give Me Something,0.2699018715007032,0.0,2006,0.7191011235955056,0.5082742316784871,0.6705857430356953,0.6363636363636364,0.6926573772111868,1.0,0.16425470332850942,0.2212961566457045,0.0,0.07696933253156946,0.5774949192426997,0.13083430571761961,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,9
Akon,Smack That,0.2677113588722497,1.0,2006,0.651685393258427,0.958628841607565,0.7288422836563924,0.45454545454545453,0.7583753335309813,0.0,0.04395803183791607,0.32478179898620957,0.0,0.08346361996392061,0.9561450422505081,0.39095815211626184,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,0.3345664509384447,0.0,2007,0.6629213483146067,0.5378250591016548,0.6631712742294249,0.09090909090909091,0.7624271173040814,0.0,0.0993125904486252,0.5071624359823472,0.0,0.32170775706554416,0.8374157663921274,0.1304961811817121,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Keyshia Cole,Last Night,0.384500978051764,0.0,2007,0.6741573033707865,0.9326241134751774,0.8495922042156551,0.2727272727272727,0.7649965411601937,0.0,0.07073082489146167,0.1700656406355535,0.00030456852791878173,0.07696933253156946,0.9989303668841587,0.4043372759096213,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4
Calvin Harris,Acceptable in the 80's,0.5945908079300329,0.0,2007,0.6404494382022472,0.7777777777777778,0.7976909225717616,0.6363636363636364,0.744144678327898,1.0,0.05047033285094067,0.014632255060755293,0.2609137055837564,0.0301864101022249,0.9668413734089207,0.45064044765036604,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5555555555555556,4
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),0.8927295457852166,1.0,2006,0.6404494382022472,0.8628841607565012,0.6631712742294249,0.09090909090909091,0.7049609645221859,1.0,0.05734442836468886,0.34834783635087907,0.0001634517766497462,0.23030667468430546,0.8705743929832067,0.40590856051766205,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,9
Kaiser Chiefs,Ruby,0.24572540186341763,0.0,2007,0.7528089887640449,0.3806146572104019,0.9364474102319669,0.45454545454545453,0.8742958790394307,0.0,0.05065123010130247,0.006875954936818429,4.923857868020305e-06,0.06722790138304269,0.43844261418333513,0.22141853187652488,rock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7
Elliott Yamin,Wait for You,0.39962710092524234,0.0,2007,0.651685393258427,0.7505910165484634,0.4576845673127846,0.0,0.6808973218697499,1.0,0.008863965267727933,0.2561329075326072,0.0,0.19542994588093807,0.3357578350625735,0.3713270393550441,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",0.34523610654567205,0.0,2007,0.6292134831460674,0.7139479905437353,0.7299014934858595,0.09090909090909091,0.8402016009487102,1.0,0.058068017366136045,0.07908024420152529,0.0,0.3842453397474444,0.5250828965664778,0.21544499840882575,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,1
Ludacris,Runaway Love,0.45178986167168717,1.0,2006,0.5730337078651685,0.3262411347517731,0.7055396674081136,0.09090909090909091,0.669236090522779,1.0,0.4699710564399421,0.3370771228286458,0.0,0.27720986169573064,0.8309979676970799,0.21769253208868147,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
Eric Prydz,Pjanoo - Radio Edit,0.11971569139907207,0.0,2008,0.7303370786516854,0.5626477541371159,0.8675987713165978,0.6363636363636364,0.7690977369305267,0.0,0.011396526772793054,0.0005571830921264025,0.8243654822335026,0.10883944678292243,0.8534602631297464,0.4373806619285033,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.2222222222222222,1
Wiley,Wearing My Rolex - Radio Edit,0.15487166775339084,0.0,2008,0.6629213483146067,0.8829787234042553,0.7002436182607774,0.09090909090909091,0.6734855222848107,1.0,0.2022431259044863,0.04793209046735346,0.0004893401015228427,0.05435959110042092,0.766819980746604,0.47684178423676676,"hip hop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
Jordin Sparks,One Step At a Time,0.2483119850409273,0.0,2007,0.6292134831460674,0.7529550827423168,0.6748225823535642,0.09090909090909091,0.7827848601640478,1.0,0.010311143270622289,0.0845106788986013,0.0,0.020324714371617557,0.6983634613327628,0.27851516919486585,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Coldplay,Viva La Vida,0.34857710981662204,0.0,2008,0.898876404494382,0.4219858156028369,0.595381845143523,0.45454545454545453,0.6620713509240043,0.0,0.0099493487698987,0.09772815202922025,3.2791878172588834e-06,0.1052315093205051,0.4052839875922558,0.5171051235812029,"rock, pop",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,7
Gavin DeGraw,In Love With a Girl,0.25057524532124825,0.0,2008,0.5730337078651685,0.36524822695035464,0.9014934858595488,0.2727272727272727,0.776460124518233,1.0,0.03726483357452967,0.01955038459772979,0.0,0.4227300060132291,0.6908760295218741,0.6754932640288533,"pop, Folk/Acoustic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,8
Adele,Chasing Pavements,0.2627160201106842,0.0,2008,0.011235955056179775,0.5732860520094563,0.4396780002118419,0.45454545454545453,0.7127186480877556,0.0,0.0041606367583212735,0.29814193066093103,0.0,0.10763680096211665,0.31115627339822444,0.13277023443301159,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,9
Black Eyed Peas,I Gotta Feeling,0.474565265421155,0.0,2009,0.898876404494382,0.7257683215130024,0.7532041097341383,0.0,0.6986362288763711,1.0,0.00596960926193922,0.08942880843557578,0.0,0.5862898376428142,0.6117231789496202,0.4504415508645381,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
Shakira,She Wolf,0.20441012431765396,0.0,2009,0.7640449438202247,0.8699763593380615,0.6727041626946297,0.6363636363636364,0.6456171558454392,1.0,0.038169319826338644,0.2919942687397129,0.016446700507614213,0.24473842453397476,0.8866188897208258,0.4108146812347513,"pop, latin",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Dizzee Rascal,Bonkers,0.17398274533472002,0.0,2011,0.42696629213483145,0.5851063829787234,0.9766973837517212,1.0,0.8486016404783081,0.0,0.3560057887120116,0.006281680951100678,0.0,0.2784125075165364,0.750775484008985,0.43828895725045086,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
Rihanna,Russian Roulette,0.30859284486428523,1.0,2009,0.7191011235955056,0.4148936170212766,0.4566253574833174,0.5454545454545454,0.7293210791580196,0.0,0.038892908827785816,0.04711240221119104,0.0,0.10282621767889355,0.2426997539843834,0.13281001379017718,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Eminem,Crack A Bottle,0.4971628415771691,1.0,2009,0.7865168539325843,0.45744680851063835,0.8675987713165978,0.8181818181818182,0.8865994663504297,1.0,0.2945007235890015,0.08850665914739307,0.0,0.18220084185207455,0.3774735265803829,0.7262517237721439,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
Sean Kingston,Fire Burning,0.34214567852004335,0.0,2009,0.797752808988764,0.8392434988179669,0.7934540832538927,0.09090909090909091,0.8894653621899397,1.0,0.01754703328509407,0.01965284562975009,0.0,0.37221888153938665,0.9090811851534923,0.4173782751670733,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Beyoncé,Single Ladies (Put a Ring on It),0.2161224962683149,0.0,2008,0.7528089887640449,0.35106382978723405,0.5604279207711047,0.09090909090909091,0.7521000098823994,1.0,0.4934876989869754,0.039222902745627786,0.0,0.20024052916416116,0.25018718579527227,0.8845470457197413,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,9
JLS,Everybody in Love,0.22251620656022159,0.0,2013,0.43820224719101125,0.6808510638297872,0.771210676835081,0.45454545454545453,0.7185986757584741,0.0,0.01718523878437048,0.07201043299212444,0.0,0.407095610342754,0.6609263022783186,0.5304113185530921,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Kelly Clarkson,Already Gone,0.45416089625107103,0.0,2009,0.6292134831460674,0.0945626477541371,0.8654803516576633,0.8181818181818182,0.8655993675264355,1.0,0.09497105643994212,0.22232076696590752,0.0,0.06650631389055922,0.27371911434378005,0.12013365864007637,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,9
Asher Roth,I Love College,0.3473915925269301,1.0,2009,0.6966292134831461,0.6903073286052009,0.8167566995021713,0.7272727272727273,0.812283822512106,1.0,0.39761215629522434,0.09188787320406304,0.0,0.48045700541190617,0.6694833672050488,0.17519491885011143,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Stromae,Alors on danse - Radio Edit,0.25075307291470206,0.0,2010,0.8651685393258427,0.7825059101654847,0.566783179747908,0.09090909090909091,0.5587508647099516,0.0,0.10148335745296672,0.10182659331003234,0.0020609137055837565,0.052315093205051115,0.722965022997112,0.3973427389413387,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
David Guetta,Memories (feat. Kid Cudi),0.2636509621550549,0.0,2010,0.8539325842696629,0.49290780141843976,0.912085584154221,0.7272727272727273,0.8193497381164148,1.0,0.4193198263386397,0.0014557663429444515,4.406091370558376e-06,0.2760072158749248,0.36035939672692263,0.4638538241222022,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4
Rihanna,Te Amo,0.25711175655941326,1.0,2009,0.7528089887640449,0.5177304964539007,0.6907107297955725,0.7272727272727273,0.744095266330665,0.0,0.10600578871201158,0.5542945107116862,0.0001786802030456853,0.09440769693325317,0.7625414482832389,0.7418717513524982,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Edward Maya,Stereo Love - Radio Edit,0.19284324767072797,0.0,2010,0.7415730337078652,0.7919621749408984,0.771210676835081,0.09090909090909091,0.8211285700168001,0.0,0.016280752532561508,0.03543184456087661,0.018883248730964464,0.06518340348767289,0.5860519841694298,0.44434867932534206,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
Edward Maya,Stereo Love - Radio Edit,0.19284324767072797,0.0,2010,0.7415730337078652,0.7919621749408984,0.771210676835081,0.09090909090909091,0.8211285700168001,0.0,0.016280752532561508,0.03543184456087661,0.018883248730964464,0.06518340348767289,0.5860519841694298,0.44434867932534206,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
Ne-Yo,Beautiful Monster,0.3733651986010896,0.0,2010,0.6404494382022472,0.6843971631205673,0.7585001588814745,0.45454545454545453,0.6682478505781203,0.0,0.1950072358900145,0.21412388440428337,5.401015228426396e-06,0.30727600721587495,0.4876457375120334,0.4507929351861674,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,1
Maroon 5,Misery,0.2780576915822884,0.0,2010,0.7528089887640449,0.6784869976359338,0.799809342230696,0.36363636363636365,0.7728036367229963,0.0,0.03473227206946455,0.00030307973271605346,0.0,0.2339146121467228,0.7358006203872072,0.2848135674127506,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Rihanna,What's My Name?,0.4046197453293313,0.0,2010,0.7415730337078652,0.6654846335697399,0.7743883063234828,0.18181818181818182,0.8674276114240538,1.0,0.0828509406657019,0.23564070112854682,0.0,0.06999398677089597,0.582843084821906,0.26523549379442035,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4
The Saturdays,Higher,0.2549212439309598,0.0,2010,0.6853932584269663,0.6028368794326241,0.8548882533629912,0.9090909090909091,0.8509734163454887,1.0,0.0197178002894356,0.050186233171800106,6.913705583756345e-06,0.2916416115453999,0.5967483153278426,0.37785085393020046,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Two Door Cinema Club,What You Know,0.20663835795077948,0.0,2010,0.0,0.4976359338061466,0.7394343819510645,0.5454545454545454,0.8158414863128768,0.0,0.03165701881331404,0.0006616933447871105,7.85786802030457e-06,0.08490679494888755,0.8588084287089528,0.523953802906545,"World/Traditional, rock, pop",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
Alicia Keys,Empire State of Mind (Part II) Broken Down,0.27881211167572867,0.0,2009,0.797752808988764,0.41962174940898345,0.33163859760618575,0.5454545454545454,0.6290147247751754,1.0,0.0197178002894356,0.7581919644320873,3.878172588832487e-05,0.11605532170775706,0.11113488073590758,0.21814999469608573,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,9
Taylor Swift,Back To December,0.485054399077452,0.0,2010,0.7303370786516854,0.4728132387706856,0.6515199661052855,0.18181818181818182,0.7832295681391441,1.0,0.012843704775687415,0.1198597349456055,0.0,0.375826819001804,0.26516204941704996,0.5428158480958948,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,1
The Band Perry,If I Die Young,0.2957677032757998,0.0,2010,0.7191011235955056,0.5638297872340425,0.4682766656074568,0.36363636363636365,0.6869749975294,1.0,0.008140376266280754,0.35654471891250317,0.0,0.3048707155742634,0.3464541662209862,0.4688660231250663,country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,9
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",0.2384317761743357,0.0,2010,0.8651685393258427,0.7009456264775413,0.7479080605868023,1.0,0.7933096155746615,0.0,0.04395803183791607,0.011968268228227441,0.0,0.3529765484064943,0.626698042571398,0.4509984618648563,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Jennifer Lopez,On The Floor,0.4630684420686199,0.0,2011,0.8876404494382022,0.710401891252955,0.7648554178582777,0.2727272727272727,0.7569917976084594,0.0,0.047756874095513754,0.10756441110316925,0.0004852791878172589,0.05724594107035477,0.5742860198951759,0.463966532300838,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
Edward Maya,Stereo Love - Radio Edit,0.19284324767072797,0.0,2010,0.7415730337078652,0.7919621749408984,0.771210676835081,0.09090909090909091,0.8211285700168001,0.0,0.016280752532561508,0.03543184456087661,0.018883248730964464,0.06518340348767289,0.5860519841694298,0.44434867932534206,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
Edward Maya,Stereo Love - Radio Edit,0.19284324767072797,0.0,2010,0.7415730337078652,0.7919621749408984,0.771210676835081,0.09090909090909091,0.8211285700168001,0.0,0.016280752532561508,0.03543184456087661,0.018883248730964464,0.06518340348767289,0.5860519841694298,0.44434867932534206,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
LMFAO,Sexy And I Know It,0.23300803457399513,0.0,2011,0.7528089887640449,0.6832151300236406,0.853829043533524,0.6363636363636364,0.8048720229271668,1.0,0.5296671490593343,0.10244135950215415,0.0,0.2038484666265785,0.8096053053802547,0.46410576005091747,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,4
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,0.25266606672306857,0.0,2012,0.6179775280898876,0.21394799054373523,0.9226776824488931,0.5454545454545454,0.9577527423658464,0.0,0.041968162083936326,0.018833157373587678,0.008040609137055838,0.555021046301864,0.4865761043961921,0.5292709769810119,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
The Wanted,Glad You Came,0.22884525227269054,0.0,2011,0.8651685393258427,0.7009456264775413,0.8432369452388518,0.6363636363636364,0.8222650459531573,0.0,0.07362518089725037,0.03266539669632845,0.0,0.10402886349969932,0.4427211466467002,0.44331441603903693,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Kesha,We R Who We R,0.24723424205029826,0.0,2010,0.797752808988764,0.7174940898345153,0.8072238110369664,0.7272727272727273,0.7715189247949402,1.0,0.03165701881331404,0.010093231342255914,0.0016954314720812184,0.11485267588695129,0.6577174029307947,0.3973361090484778,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Rihanna,We Found Love,0.2754333874001067,0.0,2011,0.8426966292134831,0.7163120567375887,0.7532041097341383,0.09090909090909091,0.7920249036466054,1.0,0.027315484804630977,0.025595585486927613,0.0014010152284263959,0.10402886349969932,0.6010268477912076,0.4506072981860614,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Rihanna,What's My Name?,0.4046197453293313,0.0,2010,0.7415730337078652,0.6654846335697399,0.7743883063234828,0.18181818181818182,0.8674276114240538,1.0,0.0828509406657019,0.23564070112854682,0.0,0.06999398677089597,0.582843084821906,0.26523549379442035,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4
Jason Aldean,Dirt Road Anthem,0.31365823692024164,0.0,2010,0.5955056179775281,0.6489361702127661,0.7246054443385235,0.18181818181818182,0.7632177092598083,1.0,0.02170767004341535,0.32785562994681866,2.3959390862944163e-06,0.11365003006614552,0.6630655685100011,0.4443221597538984,country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,9
Grouplove,Tongue Tied,0.2829425616873144,0.0,2011,0.8876404494382022,0.5094562647754138,0.9332697807435654,0.2727272727272727,0.7253187073821523,1.0,0.03744573082489147,0.008658776893971685,0.0,0.1677690920024053,0.3560808642635576,0.3509931579505675,"pop, rock, Folk/Acoustic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,8
The Band Perry,If I Die Young,0.2957677032757998,0.0,2010,0.7191011235955056,0.5638297872340425,0.4682766656074568,0.36363636363636365,0.6869749975294,1.0,0.008140376266280754,0.35654471891250317,0.0,0.3048707155742634,0.3464541662209862,0.4688660231250663,country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,9
Rihanna,We Found Love,0.2754333874001067,0.0,2011,0.8426966292134831,0.7163120567375887,0.7532041097341383,0.09090909090909091,0.7920249036466054,1.0,0.027315484804630977,0.025595585486927613,0.0014010152284263959,0.10402886349969932,0.6010268477912076,0.4506072981860614,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
The Wanted,Chasing The Sun,0.2311758714899258,0.0,2012,0.7752808988764045,0.6004728132387707,0.717190975532253,0.6363636363636364,0.7068386204170373,0.0,0.13259768451519538,0.24998524561138907,0.0,0.5730607336139506,0.686597497058509,0.45142277500795586,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,0.18680788692320544,0.0,2012,0.651685393258427,0.466903073286052,0.9714013346043852,0.36363636363636365,0.9361102875778239,0.0,0.03599855282199711,0.006701771182383916,0.0005888324873096446,0.24353577871316898,0.46839234142689057,0.7624244192213854,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
LMFAO,Sexy And I Know It,0.23300803457399513,0.0,2011,0.7528089887640449,0.6832151300236406,0.853829043533524,0.6363636363636364,0.8048720229271668,1.0,0.5296671490593343,0.10244135950215415,0.0,0.2038484666265785,0.8096053053802547,0.46410576005091747,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,4
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],0.2677113588722497,0.0,2012,0.0,0.817966903073286,0.6578752250820888,0.2727272727272727,0.6990809368514675,0.0,0.05698263386396527,0.1915824573598169,0.00010152284263959392,0.08562838244137103,0.5571718900417157,0.3911172695449242,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Maroon 5,Payphone,0.3184003060790093,1.0,2012,0.9213483146067416,0.7257683215130024,0.7383751721215973,0.36363636363636365,0.775817768554205,1.0,0.0329232995658466,0.019243001501668886,0.0,0.3193024654239326,0.542197026419938,0.33146812347512467,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
James Arthur,Impossible,0.25984383504065783,0.0,2013,0.8426966292134831,0.2919621749408984,0.6780002118419659,0.0,0.7773495404684257,0.0,0.12680897250361794,0.13830272070925986,0.0,0.10643415514131088,0.2822761792705102,0.7260660867720377,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Grimes,Oblivion,0.3725380308557818,0.0,2012,0.0,0.6713947990543735,0.5021713801504077,0.18181818181818182,0.5769344796916691,1.0,0.019175108538350215,0.11781051430519945,0.9147208121827411,0.08177991581479255,0.47908867258530324,0.6361713694706693,"pop, rock, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,1
Jessie J,Domino,0.3201974425158832,0.0,2011,0.8314606741573034,0.7434988179669031,0.53182925537549,0.6363636363636364,0.7879237078762724,1.0,0.019536903039073815,0.011968268228227441,0.0,0.024413710162357185,0.7946304417584769,0.44398403521799096,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
